,County,DistrictCode,DistrictName,SchoolCode,SchoolName,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,BegginingGrade9,TransferIn,Year1Dropout,Year2Dropout,Year3Dropout,Year4Dropout,TransferOut,FinalCohort,Graduate,Continuing,Dropout,GraduationRate,DisciplineDenominator,DisciplineNumerator,DisciplineRate,DistrictCode_y,Expenditure
324,King,17403.0,Renton School District,3741.0,Lindbergh Senior High School,P,12th Grade,289.0,139.0,0.0,150.0,3.0,93.0,31.0,60.0,3.0,14.0,85.0,20.0,0.0,1.0,7.0,129.0,0.0,0.0,20.0,10.0,33.0,269.0,287.0,288.0,282.0,160.0,289.0,250.0,47.0,2.0,2.0,9.0,9.0,13.0,284.0,235.0,27.0,22.0,0.8275,307,10,3.30%,17403.0,17036801.4
325,King,17403.0,Renton School District,5070.0,Renton Academy,A,12th Grade,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,Count Suppressed,Count Suppressed,Suppressed: N<10,17403.0,2599243.6
326,King,17403.0,Renton School District,2475.0,Renton Senior High School,P,12th Grade,307.0,156.0,0.0,151.0,1.0,110.0,77.0,65.0,4.0,17.0,33.0,27.0,0.0,1.0,22.0,189.0,0.0,0.0,19.0,6.0,26.0,280.0,306.0,306.0,285.0,118.0,307.0,273.0,60.0,4.0,5.0,6.0,9.0,27.0,306.0,268.0,14.0,24.0,0.8758,337,9,2.70%,17403.0,17451826.6
327,King,17403.0,Renton School District,5282.0,Talley High School,A,12th Grade,191.0,80.0,2.0,109.0,1.0,21.0,48.0,46.0,1.0,27.0,47.0,9.0,0.0,1.0,9.0,121.0,0.0,0.0,42.0,9.0,55.0,182.0,189.0,190.0,182.0,70.0,191.0,90.0,10.0,1.0,4.0,9.0,25.0,4.0,96.0,35.0,22.0,39.0,0.3646,240,15,6.30%,17403.0,5099828.1
328,Ferry,10309.0,Republic School District,3579.0,Republic Senior High School,P,12th Grade,16.0,9.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,2.0,1.0,1.0,16.0,16.0,16.0,14.0,8.0,16.0,19.0,8.0,,,1.0,3.0,10.0,17.0,13.0,0.0,4.0,0.7647,Count Suppressed,Count Suppressed,<10%,10309.0,1745288.7
329,Benton,3400.0,Richland School District,3833.0,Hanford High School,P,12th Grade,527.0,235.0,0.0,292.0,1.0,35.0,13.0,70.0,0.0,15.0,393.0,24.0,0.0,28.0,8.0,119.0,6.0,1.0,22.0,8.0,48.0,503.0,527.0,499.0,519.0,408.0,521.0,493.0,59.0,2.0,1.0,4.0,10.0,54.0,498.0,452.0,29.0,17.0,0.9076,541,9,1.70%,3400.0,25741357.9
330,Benton,3400.0,Richland School District,3511.0,Richland High School,P,12th Grade,465.0,226.0,0.0,239.0,1.0,13.0,6.0,74.0,0.0,12.0,359.0,17.0,0.0,32.0,11.0,145.0,6.0,0.0,26.0,0.0,49.0,448.0,465.0,433.0,454.0,320.0,459.0,436.0,51.0,1.0,1.0,2.0,3.0,58.0,429.0,374.0,48.0,7.0,0.8718,490,6,1.20%,3400.0,23785000.0
331,Benton,3400.0,Richland School District,4295.0,Rivers Edge High School,A,12th Grade,127.0,58.0,0.0,69.0,1.0,1.0,4.0,28.0,0.0,2.0,91.0,4.0,0.0,0.0,21.0,83.0,3.0,0.0,23.0,3.0,11.0,123.0,127.0,127.0,106.0,44.0,124.0,94.0,16.0,,3.0,11.0,15.0,10.0,100.0,22.0,49.0,29.0,0.22,Count Suppressed,Count Suppressed,<2%,3400.0,3083992.9
332,Benton,3400.0,Richland School District,5165.0,Three Rivers Home Link,A,12th Grade,17.0,8.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,17.0,17.0,17.0,17.0,12.0,17.0,17.0,4.0,,1.0,,,7.0,14.0,10.0,3.0,1.0,0.7143,Count Suppressed,Count Suppressed,<10%,3400.0,4870978.8
333,Clark,6122.0,Ridgefield School District,2390.0,Ridgefield High School,P,12th Grade,212.0,100.0,0.0,112.0,1.0,2.0,3.0,24.0,0.0,17.0,165.0,7.0,0.0,13.0,11.0,51.0,0.0,1.0,5.0,10.0,33.0,205.0,210.0,199.0,201.0,161.0,212.0,187.0,38.0,1.0,1.0,1.0,2.0,36.0,189.0,171.0,13.0,5.0,0.9048,227,8,3.50%,6122.0,8899025.3
334,Adams,1160.0,Ritzville School District,2132.0,Ritzville High School,P,12th Grade,30.0,17.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,3.0,12.0,1.0,0.0,3.0,1.0,2.0,30.0,30.0,30.0,27.0,18.0,29.0,34.0,2.0,,2.0,,4.0,3.0,33.0,25.0,2.0,6.0,0.7576,Count Suppressed,Count Suppressed,<9%,1160.0,2174991.8
335,Spokane,32416.0,Riverside School District,4228.0,Riverside High School,P,12th Grade,104.0,53.0,0.0,51.0,3.0,1.0,0.0,3.0,0.0,0.0,97.0,2.0,0.0,7.0,4.0,51.0,0.0,0.0,5.0,6.0,12.0,102.0,103.0,97.0,100.0,53.0,104.0,110.0,22.0,,2.0,5.0,7.0,20.0,112.0,93.0,5.0,14.0,0.8304,Count Suppressed,Count Suppressed,<3%,32416.0,6227492.9
336,King,17407.0,Riverview School District,3524.0,Cedarcrest High School,P,12th Grade,245.0,122.0,0.0,123.0,1.0,6.0,0.0,30.0,0.0,5.0,203.0,0.0,0.0,0.0,2.0,30.0,1.0,0.0,11.0,13.0,17.0,245.0,245.0,245.0,243.0,215.0,244.0,232.0,25.0,1.0,4.0,2.0,5.0,27.0,230.0,211.0,7.0,12.0,0.9174,Count Suppressed,Count Suppressed,<1%,17407.0,12703421.2
337,King,17407.0,Riverview School District,1756.0,CLIP,A,12th Grade,18.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,1.0,2.0,5.0,18.0,18.0,18.0,13.0,7.0,18.0,22.0,3.0,,,,4.0,2.0,23.0,11.0,8.0,4.0,0.4783,Count Suppressed,Count Suppressed,<10%,17407.0,492861.2
338,Thurston,34401.0,Rochester School District,1735.0,H.e.a.r.t. High School,A,12th Grade,25.0,14.0,0.0,11.0,1.0,0.0,0.0,7.0,1.0,4.0,12.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,7.0,0.0,1.0,25.0,24.0,25.0,24.0,14.0,25.0,22.0,1.0,,,3.0,4.0,0.0,23.0,11.0,5.0,7.0,0.4783,Count Suppressed,Count Suppressed,<10%,34401.0,789596.4
339,Thurston,34401.0,Rochester School District,4326.0,Rochester High School,P,12th Grade,178.0,74.0,0.0,104.0,9.0,1.0,3.0,26.0,2.0,10.0,127.0,5.0,0.0,12.0,14.0,85.0,5.0,4.0,15.0,7.0,37.0,173.0,177.0,166.0,164.0,93.0,173.0,147.0,12.0,3.0,,1.0,5.0,13.0,146.0,130.0,7.0,9.0,0.8904,184,9,4.90%,34401.0,8309901.5
340,Grant,13160.0,Royal School District,3516.0,Royal High School,P,12th Grade,125.0,57.0,0.0,68.0,0.0,0.0,0.0,104.0,0.0,0.0,21.0,28.0,0.0,6.0,7.0,88.0,10.0,0.0,3.0,17.0,11.0,97.0,125.0,119.0,118.0,37.0,115.0,124.0,6.0,1.0,1.0,5.0,5.0,7.0,123.0,103.0,8.0,12.0,0.8374,136,5,3.70%,13160.0,6584430.0
341,San Juan,28149.0,San Juan Island School District,2879.0,Friday Harbor High School,P,12th Grade,63.0,33.0,0.0,30.0,0.0,2.0,0.0,11.0,0.0,3.0,47.0,1.0,0.0,0.0,2.0,19.0,0.0,0.0,1.0,2.0,7.0,62.0,63.0,63.0,61.0,44.0,63.0,63.0,8.0,,1.0,2.0,1.0,9.0,62.0,56.0,2.0,4.0,0.9032,Count Suppressed,Count Suppressed,<5%,28149.0,4483599.8
342,King,17001.0,Seattle School District No. 1,3778.0,Alan T. Sugiyama High School,A,12th Grade,28.0,13.0,0.0,15.0,0.0,4.0,10.0,7.0,4.0,3.0,0.0,6.0,0.0,0.0,11.0,27.0,0.0,0.0,10.0,1.0,9.0,22.0,28.0,28.0,17.0,1.0,28.0,26.0,6.0,,,3.0,7.0,3.0,29.0,9.0,10.0,10.0,0.3103,47,4,8.50%,17001.0,2165373.0
343,King,17001.0,Seattle School District No. 1,2220.0,Ballard High School,P,12th Grade,469.0,235.0,0.0,234.0,2.0,34.0,11.0,42.0,0.0,32.0,348.0,10.0,0.0,30.0,2.0,51.0,6.0,0.0,17.0,57.0,59.0,459.0,469.0,439.0,467.0,418.0,463.0,436.0,59.0,1.0,3.0,10.0,12.0,29.0,466.0,423.0,17.0,26.0,0.9077,477,7,1.50%,17001.0,28296710.2
344,King,17001.0,Seattle School District No. 1,3096.0,Chief Sealth International High School,P,12th Grade,269.0,124.0,0.0,145.0,5.0,48.0,56.0,75.0,3.0,17.0,65.0,49.0,0.0,3.0,22.0,176.0,2.0,0.0,15.0,8.0,42.0,220.0,269.0,266.0,247.0,93.0,267.0,243.0,37.0,1.0,7.0,5.0,13.0,21.0,259.0,218.0,15.0,26.0,0.8417,281,5,1.80%,17001.0,17234856.9
345,King,17001.0,Seattle School District No. 1,2392.0,Cleveland High School STEM,P,12th Grade,219.0,111.0,0.0,108.0,5.0,104.0,53.0,23.0,0.0,17.0,17.0,15.0,0.0,4.0,13.0,123.0,0.0,0.0,2.0,19.0,23.0,204.0,219.0,215.0,206.0,96.0,219.0,218.0,5.0,,,1.0,2.0,7.0,216.0,204.0,9.0,3.0,0.9444,226,3,1.30%,17001.0,14843269.4
346,King,17001.0,Seattle School District No. 1,2182.0,Franklin High School,P,12th Grade,323.0,158.0,0.0,165.0,1.0,160.0,69.0,41.0,3.0,16.0,33.0,61.0,0.0,4.0,11.0,211.0,3.0,0.0,19.0,2.0,28.0,262.0,322.0,319.0,312.0,112.0,320.0,270.0,43.0,1.0,4.0,4.0,9.0,24.0,289.0,253.0,18.0,18.0,0.8754,344,5,1.50%,17001.0,19591066.4
347,King,17001.0,Seattle School District No. 1,2306.0,Garfield High School,P,12th Grade,441.0,233.0,0.0,208.0,3.0,79.0,108.0,33.0,2.0,33.0,183.0,33.0,0.0,162.0,17.0,139.0,4.0,0.0,19.0,40.0,35.0,408.0,440.0,279.0,424.0,302.0,437.0,427.0,60.0,6.0,8.0,5.0,32.0,42.0,445.0,383.0,11.0,51.0,0.8607,468,6,1.30%,17001.0,23894345.8
348,,,,4277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,
349,King,17001.0,Seattle School District No. 1,3276.0,Ingraham High School,P,12th Grade,325.0,139.0,0.0,186.0,2.0,44.0,32.0,48.0,0.0,24.0,175.0,39.0,0.0,81.0,11.0,95.0,17.0,0.0,13.0,28.0,44.0,286.0,324.0,244.0,314.0,230.0,308.0,289.0,41.0,,3.0,4.0,11.0,26.0,304.0,269.0,17.0,18.0,0.8849,Count Suppressed,Count Suppressed,<1%,17001.0,21830604.1
350,King,17001.0,Seattle School District No. 1,1635.0,Interagency Programs,A,12th Grade,231.0,101.0,0.0,130.0,6.0,15.0,101.0,62.0,3.0,24.0,20.0,22.0,0.0,1.0,50.0,181.0,3.0,1.0,42.0,3.0,80.0,209.0,225.0,230.0,181.0,50.0,228.0,124.0,96.0,,8.0,6.0,22.0,62.0,158.0,42.0,80.0,36.0,0.2658,Count Suppressed,Count Suppressed,<1%,17001.0,11422929.5
351,King,17001.0,Seattle School District No. 1,1547.0,Middle College High School,P,12th Grade,28.0,14.0,0.0,14.0,0.0,2.0,4.0,6.0,0.0,1.0,15.0,2.0,0.0,2.0,1.0,8.0,0.0,0.0,8.0,5.0,12.0,26.0,28.0,26.0,27.0,20.0,28.0,24.0,6.0,2.0,1.0,3.0,4.0,2.0,28.0,12.0,6.0,10.0,0.4286,Count Suppressed,Count Suppressed,<9%,17001.0,1912665.3
352,King,17001.0,Seattle School District No. 1,3479.0,Nathan Hale High School,P,12th Grade,290.0,141.0,0.0,149.0,4.0,40.0,48.0,29.0,1.0,16.0,152.0,26.0,0.0,8.0,11.0,102.0,1.0,0.0,12.0,28.0,46.0,264.0,288.0,282.0,279.0,188.0,289.0,255.0,44.0,,1.0,3.0,7.0,27.0,272.0,234.0,27.0,11.0,0.8603,301,9,3.00%,17001.0,19394582.0
353,King,17001.0,Seattle School District No. 1,3868.0,Nova High School,A,12th Grade,121.0,70.0,0.0,51.0,2.0,8.0,6.0,11.0,0.0,12.0,82.0,0.0,0.0,2.0,5.0,37.0,0.0,0.0,16.0,23.0,36.0,121.0,121.0,119.0,116.0,84.0,121.0,85.0,12.0,,,4.0,3.0,17.0,80.0,56.0,17.0,7.0,0.7,Count Suppressed,Count Suppressed,<2%,17001.0,4605111.9
354,King,17001.0,Seattle School District No. 1,3327.0,Rainier Beach High School,P,12th Grade,218.0,81.0,0.0,137.0,0.0,59.0,110.0,22.0,6.0,17.0,4.0,48.0,0.0,0.0,25.0,177.0,1.0,0.0,13.0,3.0,39.0,170.0,216.0,218.0,193.0,41.0,217.0,171.0,57.0,3.0,1.0,6.0,1.0,23.0,205.0,174.0,20.0,11.0,0.8488,244,14,5.70%,17001.0,12712126.3
355,King,17001.0,Seattle School District No. 1,2285.0,Roosevelt High School,P,12th Grade,443.0,221.0,0.0,222.0,0.0,53.0,21.0,35.0,0.0,35.0,299.0,13.0,0.0,26.0,3.0,61.0,2.0,1.0,7.0,61.0,43.0,430.0,442.0,417.0,440.0,382.0,441.0,400.0,71.0,1.0,,3.0,13.0,34.0,437.0,405.0,15.0,17.0,0.9268,Count Suppressed,Count Suppressed,<1%,17001.0,28071720.1
356,King,17001.0,Seattle School District No. 1,1596.0,Seattle World School,A,12th Grade,67.0,30.0,0.0,37.0,0.0,26.0,13.0,25.0,0.0,0.0,3.0,59.0,0.0,0.0,13.0,60.0,11.0,0.0,9.0,0.0,1.0,8.0,67.0,67.0,54.0,7.0,56.0,9.0,66.0,4.0,10.0,16.0,6.0,10.0,65.0,8.0,21.0,36.0,0.1231,Count Suppressed,Count Suppressed,<4%,17001.0,6278745.7
357,King,17001.0,Seattle School District No. 1,1856.0,The Center School,P,12th Grade,49.0,35.0,0.0,14.0,0.0,1.0,3.0,6.0,0.0,6.0,33.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,6.0,8.0,49.0,49.0,45.0,49.0,47.0,49.0,43.0,9.0,,1.0,,4.0,5.0,47.0,42.0,0.0,5.0,0.8936,Count Suppressed,Count Suppressed,<5%,17001.0,4033210.4
358,King,17001.0,Seattle School District No. 1,2234.0,West Seattle High School,P,12th Grade,234.0,122.0,0.0,112.0,2.0,27.0,22.0,32.0,1.0,20.0,130.0,14.0,0.0,3.0,4.0,49.0,0.0,0.0,8.0,12.0,22.0,220.0,233.0,231.0,230.0,185.0,234.0,214.0,46.0,2.0,,2.0,13.0,28.0,232.0,206.0,9.0,17.0,0.8879,Count Suppressed,Count Suppressed,<1%,17001.0,15628675.8
359,Skagit,29101.0,Sedro-Woolley School District,2150.0,Sedro Woolley Senior High School,P,12th Grade,313.0,153.0,0.0,160.0,9.0,7.0,1.0,67.0,1.0,12.0,216.0,19.0,0.0,0.0,23.0,142.0,13.0,2.0,4.0,13.0,54.0,294.0,312.0,313.0,290.0,171.0,300.0,291.0,26.0,,4.0,4.0,3.0,25.0,292.0,270.0,11.0,11.0,0.9247,332,10,3.00%,29101.0,16696782.8
360,Skagit,29101.0,Sedro-Woolley School District,1537.0,State Street High School,A,12th Grade,147.0,53.0,0.0,94.0,6.0,0.0,6.0,25.0,3.0,4.0,103.0,7.0,0.0,0.0,15.0,83.0,1.0,2.0,36.0,2.0,23.0,140.0,146.0,147.0,132.0,64.0,146.0,112.0,20.0,1.0,2.0,20.0,32.0,11.0,121.0,30.0,36.0,55.0,0.2479,246,9,3.70%,29101.0,2743915.5
361,Yakima,39119.0,Selah School District,4272.0,Selah Academy Online,A,12th Grade,42.0,30.0,0.0,12.0,1.0,0.0,0.0,9.0,0.0,0.0,32.0,3.0,0.0,0.0,3.0,27.0,1.0,0.0,17.0,1.0,3.0,39.0,40.0,42.0,39.0,15.0,41.0,50.0,10.0,2.0,1.0,7.0,16.0,16.0,44.0,4.0,14.0,26.0,0.0909,Count Suppressed,Count Suppressed,<3%,39119.0,1161151.3
362,Yakima,39119.0,Selah School District,2388.0,Selah High School,P,12th Grade,280.0,122.0,0.0,158.0,2.0,2.0,3.0,72.0,0.0,7.0,194.0,16.0,0.0,19.0,3.0,112.0,8.0,5.0,17.0,7.0,44.0,264.0,278.0,261.0,277.0,168.0,272.0,259.0,27.0,2.0,2.0,5.0,15.0,21.0,265.0,230.0,11.0,24.0,0.8679,291,15,5.20%,39119.0,12725174.7
363,Clallam,5323.0,Sequim School District,2471.0,Sequim Senior High,P,12th Grade,222.0,110.0,0.0,112.0,8.0,7.0,3.0,25.0,0.0,16.0,163.0,1.0,0.0,14.0,8.0,85.0,0.0,1.0,5.0,6.0,26.0,221.0,221.0,208.0,214.0,137.0,222.0,227.0,53.0,2.0,2.0,1.0,9.0,67.0,213.0,187.0,12.0,14.0,0.8779,233,3,1.30%,5323.0,12165953.6
364,Mason,23309.0,Shelton School District,4288.0,Choice Middle and High School,A,12th Grade,117.0,50.0,1.0,66.0,7.0,0.0,0.0,26.0,0.0,12.0,72.0,11.0,0.0,1.0,21.0,81.0,3.0,1.0,15.0,11.0,28.0,106.0,114.0,116.0,96.0,36.0,114.0,75.0,18.0,,,3.0,18.0,11.0,82.0,32.0,29.0,21.0,0.3902,Count Suppressed,Count Suppressed,<2%,23309.0,4000181.5
365,,,,4363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,10.0,0.0,0.0,0.0,0.0,,,,,23309.0,11293921.3
366,Mason,23309.0,Shelton School District,3241.0,Shelton High School,P,12th Grade,312.0,121.0,0.0,191.0,12.0,2.0,4.0,66.0,1.0,31.0,196.0,23.0,0.0,0.0,31.0,178.0,7.0,1.0,14.0,37.0,45.0,289.0,310.0,312.0,281.0,134.0,305.0,277.0,37.0,,3.0,7.0,3.0,14.0,300.0,255.0,32.0,13.0,0.85,Count Suppressed,Count Suppressed,<1%,23309.0,15695529.9
367,King,17412.0,Shoreline School District,2612.0,Fircrest Residential Habilitation,I,12th Grade,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,Count Suppressed,Count Suppressed,Suppressed: N<10,17412.0,91703.9
368,King,17412.0,Shoreline School District,3343.0,Shorecrest High School,P,12th Grade,350.0,185.0,0.0,165.0,0.0,62.0,30.0,35.0,1.0,48.0,174.0,20.0,0.0,28.0,6.0,111.0,0.0,1.0,9.0,49.0,28.0,330.0,350.0,322.0,344.0,239.0,350.0,309.0,42.0,1.0,2.0,2.0,15.0,22.0,329.0,300.0,9.0,20.0,0.9119,362,16,4.40%,17412.0,22268353.0
369,King,17412.0,Shoreline School District,3921.0,Shorewood High School,P,12th Grade,437.0,203.0,0.0,234.0,1.0,66.0,38.0,59.0,2.0,52.0,219.0,17.0,0.0,24.0,15.0,157.0,0.0,0.0,13.0,30.0,72.0,420.0,437.0,413.0,422.0,280.0,437.0,384.0,53.0,,4.0,4.0,14.0,38.0,399.0,358.0,19.0,22.0,0.8972,444,21,4.70%,17412.0,25516459.8
370,Snohomish,31201.0,Snohomish School District,4265.0,AIM High School,A,12th Grade,92.0,37.0,0.0,55.0,1.0,0.0,1.0,10.0,0.0,4.0,76.0,2.0,0.0,4.0,3.0,28.0,0.0,1.0,25.0,14.0,14.0,90.0,92.0,88.0,89.0,64.0,92.0,48.0,7.0,,2.0,3.0,1.0,4.0,51.0,21.0,24.0,6.0,0.4118,110,5,4.50%,31201.0,2721900.3
371,Snohomish,31201.0,Snohomish School District,5128.0,Glacier Peak High School,P,12th Grade,417.0,215.0,0.0,202.0,0.0,27.0,6.0,37.0,0.0,23.0,324.0,3.0,0.0,185.0,1.0,45.0,2.0,6.0,6.0,53.0,42.0,414.0,417.0,232.0,416.0,372.0,415.0,423.0,18.0,3.0,,,4.0,30.0,411.0,396.0,8.0,7.0,0.9635,423,24,5.70%,31201.0,23345808.9
372,Snohomish,31201.0,Snohomish School District,2428.0,Snohomish High School,P,12th Grade,435.0,205.0,0.0,230.0,2.0,21.0,2.0,47.0,1.0,11.0,351.0,3.0,0.0,156.0,4.0,91.0,1.0,1.0,15.0,33.0,94.0,432.0,433.0,279.0,431.0,344.0,434.0,397.0,33.0,,5.0,8.0,13.0,27.0,403.0,364.0,13.0,26.0,0.9032,443,10,2.30%,31201.0,23108668.2
373,King,17410.0,Snoqualmie Valley School District,2850.0,Mount Si High School,P,12th Grade,464.0,216.0,0.0,248.0,3.0,19.0,5.0,36.0,1.0,11.0,389.0,2.0,0.0,0.0,2.0,42.0,0.0,1.0,13.0,59.0,41.0,462.0,464.0,464.0,462.0,422.0,464.0,445.0,46.0,,,,7.0,64.0,427.0,406.0,14.0,7.0,0.9508,474,10,2.10%,17410.0,23592302.2
374,King,17410.0,Snoqualmie Valley School District,1502.0,Two Rivers School,P,12th Grade,36.0,15.0,0.0,21.0,0.0,1.0,0.0,3.0,0.0,2.0,30.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,6.0,18.0,36.0,36.0,36.0,34.0,28.0,36.0,25.0,2.0,,1.0,,,5.0,22.0,17.0,4.0,1.0,0.7727,Count Suppressed,Count Suppressed,<7%,17410.0,2162588.8
375,Grant,13156.0,Soap Lake School District,3089.0,Soap Lake Middle & High School,P,12th Grade,36.0,15.0,0.0,21.0,0.0,0.0,0.0,11.0,0.0,0.0,25.0,1.0,0.0,0.0,3.0,23.0,3.0,0.0,4.0,1.0,3.0,35.0,36.0,36.0,33.0,13.0,33.0,38.0,5.0,1.0,,,1.0,10.0,33.0,24.0,7.0,2.0,0.7273,Count Suppressed,Count Suppressed,<8%,13156.0,4330419.3
376,Pacific,25118.0,South Bend School District,2214.0,South Bend High School,P,12th Grade,45.0,23.0,0.0,22.0,2.0,0.0,1.0,9.0,0.0,6.0,27.0,3.0,0.0,0.0,3.0,25.0,0.0,0.0,2.0,1.0,6.0,42.0,45.0,45.0,42.0,20.0,45.0,44.0,6.0,,,1.0,1.0,2.0,48.0,45.0,1.0,2.0,0.9375,Count Suppressed,Count Suppressed,<6%,25118.0,4678639.9
377,,,,3680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,18402.0,10436521.0
378,Kitsap,18402.0,South Kitsap School District,3899.0,Discovery,A,12th Grade,104.0,51.0,0.0,53.0,1.0,0.0,2.0,12.0,1.0,17.0,71.0,2.0,0.0,1.0,26.0,64.0,0.0,0.0,35.0,10.0,13.0,102.0,100.0,103.0,78.0,40.0,104.0,77.0,7.0,,,5.0,13.0,6.0,78.0,33.0,27.0,18.0,0.4231,Count Suppressed,Count Suppressed,<2%,18402.0,2822072.3
379,,,,2641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,18402.0,6756814.9
380,Kitsap,18402.0,South Kitsap School District,1718.0,Explorer Academy,A,12th Grade,33.0,15.0,0.0,18.0,0.0,0.0,0.0,3.0,1.0,3.0,26.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,12.0,7.0,7.0,33.0,33.0,32.0,32.0,18.0,33.0,34.0,5.0,,,2.0,5.0,7.0,32.0,17.0,8.0,7.0,0.5312,Count Suppressed,Count Suppressed,<6%,18402.0,2157396.8
381,,,,4142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,18402.0,10665470.4
382,Kitsap,18402.0,South Kitsap School District,2272.0,South Kitsap High School,P,12th Grade,639.0,322.0,0.0,317.0,6.0,31.0,11.0,85.0,17.0,61.0,428.0,12.0,0.0,46.0,11.0,180.0,0.0,39.0,19.0,32.0,84.0,627.0,632.0,593.0,628.0,459.0,639.0,616.0,102.0,,5.0,3.0,15.0,94.0,624.0,565.0,36.0,23.0,0.9054,Count Suppressed,Count Suppressed,1.30%,18402.0,36246011.0
383,Island,15206.0,South Whidbey School District,1682.0,South Whidbey Academy,A,12th Grade,17.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,2.0,17.0,17.0,17.0,17.0,10.0,17.0,14.0,3.0,,,,1.0,2.0,15.0,13.0,1.0,1.0,0.8667,Count Suppressed,Count Suppressed,<10%,15206.0,1509781.3
384,Island,15206.0,South Whidbey School District,4149.0,South Whidbey High School,P,12th Grade,105.0,52.0,0.0,53.0,0.0,7.0,3.0,9.0,0.0,1.0,85.0,1.0,0.0,0.0,4.0,20.0,0.0,0.0,3.0,3.0,15.0,104.0,105.0,105.0,101.0,85.0,105.0,104.0,18.0,,1.0,1.0,2.0,23.0,99.0,93.0,2.0,4.0,0.9394,Count Suppressed,Count Suppressed,<3%,15206.0,6668961.2
385,Spokane,32081.0,Spokane School District,3412.0,Ferris High School,P,12th Grade,394.0,189.0,0.0,205.0,3.0,15.0,13.0,31.0,3.0,42.0,286.0,31.0,0.0,20.0,19.0,153.0,0.0,4.0,20.0,60.0,44.0,363.0,393.0,374.0,375.0,241.0,394.0,354.0,63.0,1.0,1.0,6.0,6.0,60.0,357.0,332.0,11.0,14.0,0.93,409,9,2.20%,32081.0,23039162.4
386,Spokane,32081.0,Spokane School District,2172.0,Lewis & Clark High School,P,12th Grade,464.0,237.0,0.0,227.0,4.0,24.0,19.0,47.0,10.0,49.0,311.0,28.0,0.0,51.0,14.0,162.0,0.0,5.0,24.0,71.0,47.0,436.0,461.0,413.0,450.0,302.0,464.0,423.0,81.0,2.0,3.0,8.0,16.0,60.0,444.0,393.0,22.0,29.0,0.8851,486,11,2.30%,32081.0,23466456.5
387,Spokane,32081.0,Spokane School District,2106.0,North Central High School,P,12th Grade,294.0,152.0,0.0,142.0,2.0,9.0,8.0,26.0,1.0,39.0,209.0,23.0,0.0,11.0,14.0,147.0,0.0,5.0,13.0,50.0,50.0,271.0,287.0,283.0,280.0,147.0,294.0,283.0,45.0,,2.0,4.0,6.0,44.0,284.0,271.0,1.0,12.0,0.9542,Count Suppressed,Count Suppressed,<1%,32081.0,20569838.1
388,Spokane,32081.0,Spokane School District,5250.0,On Track Academy,A,12th Grade,197.0,105.0,0.0,92.0,5.0,0.0,6.0,12.0,1.0,27.0,146.0,2.0,0.0,4.0,26.0,137.0,0.0,2.0,7.0,23.0,19.0,195.0,196.0,193.0,171.0,60.0,197.0,209.0,36.0,,,1.0,6.0,4.0,241.0,228.0,6.0,7.0,0.9461,Count Suppressed,Count Suppressed,<1%,32081.0,5436957.3
